Species,Date,UTM_X,UTM_Y,Sex,Wing,Culmen,Mass
APAP,20-Jun-19,194457,2182480,F,70,16.2,15.2
APAP,19-Jun-19,194457,2182480,M,76,17.4,NA
HAAM,18-Jun-19,194457,2182480,F,60,13.1,NA
HAAM,20-Jun-19,194457,2182480,F,61,13.2,NA
HAAM,18-Jun-19,194457,2182480,F,66,13.9,12.4
HAAM,20-Jun-19,194457,2182480,M,67,15,12.4
HAAM,19-Jun-19,194457,2182480,M,63,14.6,NA
APAP,18-Jun-19,194457,2182480,M,75,16.2,14.7
HAAM,18-Jun-19,194457,2182480,M,64,14.1,12.3
APAP,18-Jun-19,194457,2182480,F,70,16.9,16
APAP,19-Jun-19,194457,2182480,F,72,17,16
APAP,20-Jun-19,194457,2182480,F,69,17.3,16
HAAM,18-Jun-19,194457,2182480,M,65,15.6,NA
IIWI,18-Jun-19,194457,2182480,F,70,24.1,12.7
HAAM,18-Jun-19,194457,2182480,F,60,13.1,12.9
HAAM,18-Jun-19,194457,2182480,F,63,13.1,10.8
APAP,19-Jun-19,194457,2182480,M,76,17.5,14.7
HAAM,19-Jun-19,194457,2182480,F,63,13.8,10.9
HAAM,19-Jun-19,194457,2182480,F,59,14.2,11.6
HAAM,19-Jun-19,194457,2182480,F,57,14.1,10.4
HAAM,19-Jun-19,194457,2182480,F,62,14,11.7
HAAM,20-Jun-19,194457,2182480,F,62,13.6,11.7
HAAM,19-Jun-19,194457,2182480,F,62,14.3,NA
APAP,19-Jun-19,194457,2182480,M,75,17.6,12.9
APAP,19-Jun-19,194457,2182480,M,80,16.8,15.6
APAP,19-Jun-19,194457,2182480,M,76,17.3,15.2
APAP,19-Jun-19,194457,2182480,M,78,17.7,15.6
APAP,19-Jun-19,194457,2182480,F,65,16.3,14.8
HAAM,20-Jun-19,194457,2182480,F,61,14.6,11.2
APAP,20-Jun-19,194457,2182480,M,76,15.9,14.3
HAAM,26-Feb-20,198643,2185061,M,65,15.4,12
HAAM,26-Feb-20,198643,2185061,F,58,12.5,NA
HAAM,26-Feb-20,198643,2185061,M,67,16.3,12.7
HAAM,26-Feb-20,198643,2185061,F,66,14.4,NA
HAAM,26-Feb-20,198643,2185061,M,65,14.6,NA
HAAM,26-Feb-20,198643,2185061,F,64,14.7,NA
HAAM,26-Feb-20,198643,2185061,M,63,15,NA
HAAM,26-Feb-20,198643,2185061,M,64,16.6,NA
HAAM,26-Feb-20,198643,2185061,M,63,16,NA
HAAM,26-Feb-20,198643,2185061,M,66,13.7,12.4
HAAM,26-Feb-20,198643,2185061,M,65,14.3,NA
HAAM,26-Feb-20,198643,2185061,M,65,14.3,NA
HAAM,26-Feb-20,198643,2185061,F,64,14.8,NA
HAAM,26-Feb-20,198643,2185061,M,67,15,NA
APAP,26-Feb-20,198643,2185061,M,75,16.4,NA
HAAM,26-Feb-20,198643,2185061,M,67,15.4,NA
APAP,26-Feb-20,198643,2185061,M,75,17,NA
IIWI,26-Feb-20,198643,2185061,M,86,28.6,NA
HAAM,26-Feb-20,198643,2185061,M,65,15.4,13
HAAM,26-Feb-20,198643,2185061,M,64,15.4,NA
HAAM,26-Feb-20,198643,2185061,M,66,14.6,NA
HAAM,27-Feb-20,198643,2185061,M,63,14.6,NA
HAAM,26-Feb-20,198643,2185061,F,63,14.1,13.5
HAAM,26-Feb-20,198643,2185061,M,67,14.5,NA
HAAM,26-Feb-20,198643,2185061,M,66,15.4,NA
HAAM,27-Feb-20,198643,2185061,M,67,14.9,NA
HAAM,27-Feb-20,198643,2185061,M,63,14.8,13.6
HAAM,27-Feb-20,198643,2185061,F,62,14.4,NA
HAAM,27-Feb-20,198643,2185061,F,65,13.8,NA
HAAM,27-Feb-20,198643,2185061,M,68,16,NA
HAAM,27-Feb-20,198643,2185061,M,66,16.3,NA
HAAM,25-Feb-20,198643,2185061,M,66,14,11.8
HAAM,25-Feb-20,198643,2185061,M,65,13.5,12
HAAM,25-Feb-20,198643,2185061,M,64,14.8,NA
HAAM,25-Feb-20,198643,2185061,M,65,15.4,13
HAAM,25-Feb-20,198643,2185061,M,64,14.7,NA
HAAM,25-Feb-20,198643,2185061,M,63,14,NA
HAAM,25-Feb-20,198643,2185061,M,64,14.6,NA
HAAM,25-Feb-20,198643,2185061,F,62,11.9,12.9
HAAM,25-Feb-20,198643,2185061,M,62,13.9,NA
HAAM,25-Feb-20,198643,2185061,M,63,13.7,11.8
HAAM,25-Feb-20,198643,2185061,M,63,14.6,12.2
HAAM,25-Feb-20,198643,2185061,M,63,14,12
IIWI,25-Feb-20,198643,2185061,F,74,25.8,15.7
HAAM,25-Feb-20,198643,2185061,M,58,15,NA
HAAM,25-Feb-20,198643,2185061,F,60,13.5,11.8
HAAM,25-Feb-20,198643,2185061,M,67,15.2,NA
HAAM,25-Feb-20,198643,2185061,F,61,13.2,NA
HAAM,25-Feb-20,198643,2185061,M,66,15.4,NA
HAAM,25-Feb-20,198643,2185061,M,65,15.3,11.9
HAAM,25-Feb-20,198643,2185061,M,64,13.7,12.8
HAAM,25-Feb-20,198643,2185061,M,67,15.3,12
HAAM,25-Feb-20,198643,2185061,M,63,15.6,12.3
APAP,25-Feb-20,198643,2185061,M,73,17.8,15
HAAM,25-Feb-20,198643,2185061,M,61,15.9,NA
HAAM,25-Feb-20,198643,2185061,M,64,14,11.7
HAAM,25-Feb-20,198643,2185061,M,62,16,11.6
HAAM,25-Feb-20,198643,2185061,M,63,15.5,NA
HAAM,25-Feb-20,198643,2185061,M,62,14.2,12
HAAM,25-Feb-20,198643,2185061,M,63,15.4,11.8
HAAM,25-Feb-20,198643,2185061,M,65,15.1,NA
HAAM,25-Feb-20,198643,2185061,M,63,15,12.4
HAAM,25-Feb-20,198643,2185061,F,61,13.6,11.3
HAAM,25-Feb-20,198643,2185061,M,66,14.9,NA
HAAM,25-Feb-20,198643,2185061,M,65,14.7,12.2
HAAM,25-Feb-20,198643,2185061,M,63,14.1,12.8
HAAM,25-Feb-20,198643,2185061,M,63,15.1,NA
HAAM,25-Feb-20,198643,2185061,M,65,14.1,12.5
HAAM,25-Feb-20,198643,2185061,M,62,13.4,NA
HAAM,25-Feb-20,198643,2185061,M,63,14.5,NA
HAAM,25-Feb-20,198643,2185061,M,63,14.2,NA
HAAM,25-Feb-20,198643,2185061,M,65,14.7,12
HAAM,25-Feb-20,198643,2185061,M,65,16.3,NA
HAAM,25-Feb-20,198643,2185061,F,63,13.7,NA
HAAM,25-Feb-20,198643,2185061,M,59,13.9,NA
HAAM,25-Feb-20,198643,2185061,M,64,13.8,11.7
HAAM,26-Feb-20,198643,2185061,M,67,16.1,NA
HAAM,26-Feb-20,198643,2185061,M,65,14,NA
HAAM,26-Feb-20,198643,2185061,M,64,14.1,13
HAAM,26-Feb-20,198643,2185061,F,63,13.4,12.3
IIWI,25-Feb-20,198643,2185061,M,77,28.2,19.4
IIWI,25-Feb-20,198643,2185061,M,77,28.3,NA
IIWI,26-Feb-20,198643,2185061,M,81,29.1,NA
HAAM,7-Jul-20,202798,2190029,M,63,14,NA
HAAM,8-Jul-20,202798,2190029,M,63,14.4,NA
HAAM,8-Jul-20,202798,2190029,M,62,15.5,NA
HAAM,9-Jul-20,202798,2190029,M,62,13.8,12.7
IIWI,5-Nov-19,203750,2131136,M,74,24,NA
IIWI,7-Nov-19,203750,2131136,F,76,25,NA
IIWI,7-Nov-19,203750,2131136,M,80,27.2,NA
HAEL,5-Nov-19,203750,2131136,F,66,11.1,12.9
HAAM,6-Nov-19,203750,2131136,M,64,14.6,NA
HAAM,5-Nov-19,203750,2131136,M,65,14.5,NA
APAP,5-Nov-19,203750,2131136,M,74,17.5,NA
HAAM,5-Nov-19,203750,2131136,M,64,13.8,NA
HAAM,5-Nov-19,203750,2131136,M,64,14.6,NA
HAAM,5-Nov-19,203750,2131136,F,66,13.7,NA
HAEL,5-Nov-19,203750,2131136,M,75,13.2,14.5
HAEL,5-Nov-19,203750,2131136,F,70,13.9,13
HAEL,5-Nov-19,203750,2131136,M,73,12.9,16
HAAM,6-Nov-19,203750,2131136,M,64,14,NA
HAAM,6-Nov-19,203750,2131136,M,NA,15.1,NA
HAAM,6-Nov-19,203750,2131136,M,64,14.2,NA
APAP,6-Nov-19,203750,2131136,M,76,18.6,NA
APAP,6-Nov-19,203750,2131136,M,75,18.3,NA
HAAM,6-Nov-19,203750,2131136,M,67,14.2,NA
HAAM,6-Nov-19,203750,2131136,M,65,17.2,12.5
HAAM,6-Nov-19,203750,2131136,M,65,15.7,NA
APAP,6-Nov-19,203750,2131136,M,75,18.1,NA
APAP,6-Nov-19,203750,2131136,M,76,18.7,NA
APAP,6-Nov-19,203750,2131136,M,76,19,NA
HAAM,6-Nov-19,203750,2131136,M,66,15.3,NA
APAP,6-Nov-19,203750,2131136,M,75,17.2,NA
APAP,6-Nov-19,203750,2131136,F,67,17.3,NA
APAP,6-Nov-19,203750,2131136,M,74,17.8,NA
HAAM,6-Nov-19,203750,2131136,M,66,14.8,NA
APAP,6-Nov-19,203750,2131136,M,74,18,NA
HAEL,7-Nov-19,203750,2131136,M,77,14.2,14
HAAM,7-Nov-19,203750,2131136,M,65,14.5,NA
HAAM,7-Nov-19,203750,2131136,M,64,15.4,NA
HAAM,7-Nov-19,203750,2131136,M,65,14.1,NA
HAAM,7-Nov-19,203750,2131136,M,66,14.9,NA
HAAM,7-Nov-19,203750,2131136,M,74,17.9,NA
HAAM,17-Mar-20,204516,2113995,M,64,15.4,NA
HAAM,18-Mar-20,204516,2113995,F,60,12.7,10.9
HAAM,19-Mar-20,204516,2113995,M,65,14.1,NA
HAAM,19-Mar-20,204516,2113995,F,61,14.5,14
HAAM,23-Jun-20,204516,2113995,F,59,13.8,12.2
HAAM,26-Jun-19,204516,2113995,M,62,13.5,11.5
HAAM,26-Mar-19,205339,2145604,M,65,15.1,13.8
HAAM,9-Jun-20,205339,2145604,M,64,13.9,13.8
HAAM,26-Mar-19,205339,2145604,M,63,14.7,12.2
APAP,26-Mar-19,205339,2145604,M,73,18.7,13.9
APAP,26-Mar-19,205339,2145604,M,77,18.4,15.1
APAP,26-Mar-19,205339,2145604,F,71,17.7,15.2
HAAM,26-Mar-19,205339,2145604,M,64,15.4,12.4
HAAM,9-Jun-20,205339,2145604,M,64,15.1,12.4
HAAM,26-Mar-19,205339,2145604,M,62,13.7,NA
APAP,26-Mar-19,205339,2145604,M,76,17.4,15
HAAM,26-Mar-19,205339,2145604,M,65,15.5,13.9
HAAM,26-Mar-19,205339,2145604,M,66,15.4,12.3
HAAM,27-Mar-19,205339,2145604,M,66,15.4,12.3
APAP,27-Mar-19,205339,2145604,M,74,18.6,14.7
HAAM,27-Mar-19,205339,2145604,M,65,14.3,13
HAAM,27-Mar-19,205339,2145604,F,63,12.9,13.4
APAP,27-Mar-19,205339,2145604,M,70,18.1,14.8
HAAM,27-Mar-19,205339,2145604,M,67,15.5,NA
HAAM,27-Mar-19,205339,2145604,F,65,14.3,13
HAAM,27-Mar-19,205339,2145604,M,63,13.7,12.9
HAAM,27-Mar-19,205339,2145604,M,64,13.4,NA
APAP,9-Jun-20,205339,2145604,M,76,18.2,NA
APAP,9-Jun-20,205339,2145604,F,66,15,NA
HAEL,9-Jun-20,205339,2145604,M,74,12.6,17
HAAM,9-Jun-20,205339,2145604,F,60,12.2,12
APAP,9-Jun-20,205339,2145604,M,76,16.6,NA
HAEL,9-Jun-20,205339,2145604,F,79,12.9,14.6
HAAM,11-Jun-20,205339,2145604,M,66,14.4,NA
IIWI,10-Jun-20,205339,2145604,F,74,25.5,14.2
IIWI,10-Jun-20,205339,2145604,F,72,26.1,17.8
IIWI,26-Mar-19,205339,2145604,M,78,28.8,18
APAP,26-Mar-19,205339,2145604,M,78,17.1,14.6
APAP,27-Mar-19,205339,2145604,F,65,17.4,13.5
APAP,27-Mar-19,205339,2145604,M,72,17.6,14.1
APAP,27-Mar-19,205339,2145604,F,65,17.8,12.9
APAP,27-Mar-19,205339,2145604,M,76,17.8,14
APAP,27-Mar-19,205339,2145604,M,76,17.7,14.9
APAP,12-Feb-20,214697,2224138,M,71,17.1,16
HAAM,12-Feb-20,214697,2224138,M,68,15.3,15
HAAM,12-Feb-20,214697,2224138,M,65,15.4,NA
HAEL,12-Feb-20,214697,2224138,F,68,11.7,13
HAEL,12-Feb-20,214697,2224138,M,72,13.4,15.5
HAAM,12-Feb-20,214697,2224138,F,63,14,14.5
HAAM,12-Feb-20,214697,2224138,M,62,15.9,13.7
HAAM,12-Feb-20,214697,2224138,M,62,15.9,14.5
HAAM,12-Feb-20,214697,2224138,M,67,12.2,14
HAEL,12-Feb-20,214697,2224138,F,67,12.2,13
HAAM,12-Feb-20,214697,2224138,F,63,13.5,NA
HAEL,12-Feb-20,214697,2224138,M,74,15,17
HAAM,12-Feb-20,214697,2224138,M,65,15.5,14.5
HAAM,13-Feb-20,214697,2224138,M,64,15.6,14.5
HAAM,13-Feb-20,214697,2224138,M,69,16.1,16.5
HAAM,6-May-20,222654,2110758,M,69,15,NA
HAAM,7-May-20,222654,2110758,M,65,16.1,NA
HAAM,7-May-20,222654,2110758,M,65,14,14
HAAM,7-May-20,222654,2110758,M,66,15,13.6
HAAM,8-May-20,222654,2110758,M,67,15.3,13.6
HAAM,27-May-20,222654,2110758,F,62,13.2,14
HAAM,28-May-20,222654,2110758,M,62,14.5,12.9
HAAM,28-May-20,222654,2110758,M,66,14.5,13.8
OMAO,9/18/2012,226020,2130295,M,103,13.9,46.4
APAP,9/11/2012,226020,2130295,M,74,16,NA
HAAM,9/11/2012,226020,2130295,M,66,13.8,NA
APAP,9/11/2012,226020,2130295,F,69,15.7,NA
HAAM,9/11/2012,226020,2130295,M,64,13.3,NA
APAP,9/11/2012,226020,2130295,M,72,16.2,13.7
APAP,9/11/2012,226020,2130295,F,72,15.6,NA
APAP,9/11/2012,226020,2130295,F,69,14.5,NA
APAP,9/11/2012,226020,2130295,M,69,14,13.2
APAP,9/11/2012,226020,2130295,F,69,14.6,NA
APAP,9/11/2012,226020,2130295,M,69,15.7,12.4
APAP,9/11/2012,226020,2130295,F,70,15.3,NA
HAAM,9/12/2012,226020,2130295,M,65,15.3,NA
APAP,9/12/2012,226020,2130295,F,72,14.1,NA
HAAM,9/12/2012,226020,2130295,M,64,13.3,NA
HAAM,9/12/2012,226020,2130295,F,65,12.5,NA
APAP,9/12/2012,226020,2130295,F,71,15.4,NA
HAAM,9/12/2012,226020,2130295,M,66,14,NA
HAAM,9/12/2012,226020,2130295,M,64,12.5,12.8
HAAM,9/12/2012,226020,2130295,M,66,13.7,NA
APAP,9/12/2012,226020,2130295,F,67,15.4,NA
APAP,9/13/2012,226020,2130295,M,75,15.7,NA
APAP,9/13/2012,226020,2130295,F,72,15.6,NA
HAAM,9/13/2012,226020,2130295,M,64,14.5,NA
APAP,9/13/2012,226020,2130295,M,72,15.8,NA
APAP,9/13/2012,226020,2130295,F,68,15,NA
APAP,9/16/2012,226020,2130295,F,73,15.9,NA
HAAM,9/16/2012,226020,2130295,F,62,12.3,NA
HAAM,9/16/2012,226020,2130295,M,64,14,NA
APAP,9/16/2012,226020,2130295,F,70,15.2,NA
APAP,9/16/2012,226020,2130295,M,78,15.6,NA
HAAM,9/16/2012,226020,2130295,M,66,13.4,NA
HAAM,9/16/2012,226020,2130295,M,65,13.3,NA
APAP,9/16/2012,226020,2130295,F,70,16.1,NA
HAAM,9/16/2012,226020,2130295,M,66,14.1,NA
HAAM,9/16/2012,226020,2130295,F,63,12.1,NA
HAAM,9/17/2012,226020,2130295,F,63,12.5,NA
HAAM,9/17/2012,226020,2130295,F,64,11.3,NA
APAP,9/17/2012,226020,2130295,F,70,15.8,NA
APAP,9/17/2012,226020,2130295,M,76,16.1,NA
APAP,9/17/2012,226020,2130295,F,71,15.8,NA
APAP,9/17/2012,226020,2130295,M,73,17.4,16.7
HAAM,9/17/2012,226020,2130295,M,65,13.2,NA
APAP,9/18/2012,226020,2130295,F,71,14.9,NA
HAAM,9/18/2012,226020,2130295,M,67,14.4,NA
APAP,9/18/2012,226020,2130295,F,70,15.5,NA
APAP,9/18/2012,226020,2130295,F,71,15.6,NA
HAAM,9/18/2012,226020,2130295,M,66,12.8,NA
APAP,9/18/2012,226020,2130295,F,67,16.8,NA
HAAM,9/18/2012,226020,2130295,F,63,12.2,NA
APAP,9/22/2012,226020,2130295,F,67,14.8,NA
HAAM,9/22/2012,226020,2130295,F,62,12.7,NA
HAAM,9/22/2012,226020,2130295,M,67,14.2,NA
APAP,9/22/2012,226020,2130295,M,76,15.1,NA
HAAM,9/22/2012,226020,2130295,F,65,10.6,NA
HAAM,9/22/2012,226020,2130295,M,68,13.3,NA
APAP,9/22/2012,226020,2130295,M,74,16.1,NA
APAP,9/22/2012,226020,2130295,F,70,16.5,NA
APAP,9/22/2012,226020,2130295,M,73,16.5,NA
HAAM,9/22/2012,226020,2130295,M,62,14.7,NA
HAAM,9/22/2012,226020,2130295,M,66,13.5,NA
APAP,9/22/2012,226020,2130295,M,NA,NA,NA
APAP,9/23/2012,226020,2130295,M,76,16.7,NA
HAAM,9/23/2012,226020,2130295,F,64,12.5,NA
HAAM,9/23/2012,226020,2130295,F,63,12.8,NA
HAAM,9/24/2012,226020,2130295,F,65,12.2,NA
APAP,9/24/2012,226020,2130295,M,75,16.5,NA
HAAM,10/1/2012,226020,2130295,M,67,14,NA
APAP,10/2/2012,226020,2130295,F,74,15.9,NA
HAAM,10/2/2012,226020,2130295,M,65,13.5,NA
APAP,10/2/2012,226020,2130295,F,70,15.6,NA
HAAM,10/2/2012,226020,2130295,M,64,13.3,NA
APAP,10/2/2012,226020,2130295,F,70,15.5,NA
APAP,10/2/2012,226020,2130295,F,67,16.1,NA
APAP,10/2/2012,226020,2130295,M,76,16.1,NA
APAP,10/2/2012,226020,2130295,F,70,15.4,NA
HAAM,10/2/2012,226020,2130295,F,64,12.6,NA
HAAM,10/2/2012,226020,2130295,M,65,13.3,NA
APAP,10/2/2012,226020,2130295,F,72,15.5,NA
APAP,10/4/2012,226020,2130295,F,75,15.7,NA
HAAM,10/4/2012,226020,2130295,M,65,13.5,NA
APAP,10/4/2012,226020,2130295,M,76,15.4,NA
HAAM,10/4/2012,226020,2130295,M,65,12.9,NA
HAAM,10/4/2012,226020,2130295,M,66,13.5,NA
APAP,10/4/2012,226020,2130295,M,76,15.6,NA
APAP,10/4/2012,226020,2130295,M,75,15.7,NA
HAAM,10/4/2012,226020,2130295,M,67,14,NA
HAAM,10/4/2012,226020,2130295,M,62,13.5,NA
HAAM,10/4/2012,226020,2130295,M,63,13.5,NA
HAAM,10/4/2012,226020,2130295,F,62,12.5,NA
HAAM,10/5/2012,226020,2130295,M,61,11.6,NA
HAAM,10/5/2012,226020,2130295,F,62,11.8,NA
APAP,10/5/2012,226020,2130295,F,72,15,NA
APAP,10/5/2012,226020,2130295,F,71,14.5,NA
APAP,10/6/2012,226020,2130295,F,72,15.9,NA
HAAM,10/6/2012,226020,2130295,F,62,12.9,NA
HAAM,10/6/2012,226020,2130295,M,62,12.1,NA
HAAM,10/6/2012,226020,2130295,F,62,12.8,NA
HAAM,10/6/2012,226020,2130295,F,64,12.7,NA
APAP,10/6/2012,226020,2130295,F,72,15.9,NA
APAP,10/7/2012,226020,2130295,F,70,14.5,NA
HAAM,10/7/2012,226020,2130295,M,66,12.8,NA
HAAM,10/7/2012,226020,2130295,M,65,12.2,NA
HAAM,10/7/2012,226020,2130295,F,64,12.4,NA
HAAM,10/7/2012,226020,2130295,M,65,12.3,NA
HAAM,10/7/2012,226020,2130295,M,65,13.6,NA
APAP,10/7/2012,226020,2130295,F,70,15.4,NA
HAAM,10/7/2012,226020,2130295,F,64,11.2,NA
HAAM,10/7/2012,226020,2130295,F,60,12,NA
HAAM,10/11/2012,226020,2130295,F,62,12.2,NA
HAAM,10/12/2012,226020,2130295,F,63,12.4,NA
HAAM,10/12/2012,226020,2130295,M,64,13,NA
HAAM,10/12/2012,226020,2130295,M,64,12.7,NA
HAAM,10/12/2012,226020,2130295,M,63,12.5,NA
APAP,9/11/2012,226020,2130295,M,76,16.6,NA
APAP,9/11/2012,226020,2130295,F,70,16.5,NA
APAP,9/11/2012,226020,2130295,M,76,16.8,NA
APAP,9/11/2012,226020,2130295,F,74,15.3,NA
APAP,9/11/2012,226020,2130295,M,75,16.4,NA
APAP,9/11/2012,226020,2130295,M,73,16.4,NA
APAP,9/12/2012,226020,2130295,M,73,16,NA
APAP,9/12/2012,226020,2130295,F,65,15.3,NA
APAP,9/13/2012,226020,2130295,M,76,16.1,NA
APAP,9/13/2012,226020,2130295,M,77,16.5,NA
APAP,9/16/2012,226020,2130295,M,78,16,NA
APAP,9/16/2012,226020,2130295,M,76,15.6,NA
HAAM,9/16/2012,226020,2130295,M,66,13.2,NA
APAP,9/16/2012,226020,2130295,M,71,16.4,14.9
IIWI,9/16/2012,226020,2130295,M,81,26.2,NA
APAP,9/17/2012,226020,2130295,M,75,16.1,NA
HAAM,9/17/2012,226020,2130295,M,64,13.8,NA
APAP,9/17/2012,226020,2130295,M,75,16.1,NA
APAP,9/17/2012,226020,2130295,M,77,17.1,NA
APAP,9/17/2012,226020,2130295,M,76,16.1,NA
HAAM,9/18/2012,226020,2130295,M,69,13.6,NA
APAP,9/18/2012,226020,2130295,M,78,15.9,NA
APAP,9/18/2012,226020,2130295,F,73,15.3,NA
APAP,9/18/2012,226020,2130295,M,77,15.7,NA
HAAM,9/22/2012,226020,2130295,F,60,11.5,NA
APAP,9/22/2012,226020,2130295,M,78,15.9,NA
APAP,9/22/2012,226020,2130295,M,75,18.9,NA
APAP,9/22/2012,226020,2130295,F,72,16.3,NA
APAP,9/22/2012,226020,2130295,F,71,16.1,NA
APAP,9/22/2012,226020,2130295,M,73,17.5,NA
APAP,9/22/2012,226020,2130295,M,77,15.9,NA
APAP,9/22/2012,226020,2130295,M,75,15.8,NA
APAP,9/22/2012,226020,2130295,F,72,16.4,NA
APAP,9/22/2012,226020,2130295,F,73,16.7,NA
APAP,9/23/2012,226020,2130295,M,79,16,NA
APAP,9/23/2012,226020,2130295,M,76,16.5,NA
APAP,9/23/2012,226020,2130295,M,76,16.3,NA
APAP,9/23/2012,226020,2130295,M,77,17.3,NA
APAP,9/23/2012,226020,2130295,M,75,16.3,NA
APAP,9/23/2012,226020,2130295,M,77,17.1,NA
APAP,9/24/2012,226020,2130295,M,74,16.5,NA
APAP,9/24/2012,226020,2130295,F,72,16.8,NA
APAP,9/24/2012,226020,2130295,M,74,16.5,NA
APAP,9/24/2012,226020,2130295,M,75,17,NA
HAAM,9/24/2012,226020,2130295,M,64,14.4,NA
APAP,9/24/2012,226020,2130295,F,70,15.8,NA
APAP,10/1/2012,226020,2130295,M,74,16,NA
APAP,10/1/2012,226020,2130295,M,75,16.9,NA
APAP,10/2/2012,226020,2130295,M,76,16.3,NA
APAP,10/2/2012,226020,2130295,M,76,15.5,NA
APAP,10/2/2012,226020,2130295,F,71,15.3,NA
APAP,10/2/2012,226020,2130295,M,74,16.9,NA
APAP,10/2/2012,226020,2130295,F,71,15.5,NA
APAP,10/2/2012,226020,2130295,F,71,15.3,NA
APAP,10/2/2012,226020,2130295,F,71,15.9,NA
APAP,10/2/2012,226020,2130295,M,75,16.1,NA
APAP,10/2/2012,226020,2130295,F,69,16.2,NA
APAP,10/2/2012,226020,2130295,M,78,16,NA
APAP,10/2/2012,226020,2130295,F,70,14.7,NA
APAP,10/2/2012,226020,2130295,F,70,14.4,NA
APAP,10/2/2012,226020,2130295,M,75,16.4,NA
APAP,10/2/2012,226020,2130295,F,72,15,NA
APAP,10/2/2012,226020,2130295,M,76,15.9,NA
APAP,10/4/2012,226020,2130295,F,69,15.2,NA
APAP,10/4/2012,226020,2130295,M,76,14.9,NA
APAP,10/4/2012,226020,2130295,M,77,16.2,NA
APAP,10/4/2012,226020,2130295,M,77,16.4,NA
APAP,10/5/2012,226020,2130295,M,76,16.5,NA
APAP,10/5/2012,226020,2130295,M,75,16.3,NA
APAP,10/5/2012,226020,2130295,M,77,16.5,NA
APAP,10/5/2012,226020,2130295,M,76,16.8,NA
APAP,10/5/2012,226020,2130295,M,78,15.6,NA
APAP,10/5/2012,226020,2130295,M,77,14.9,NA
APAP,10/5/2012,226020,2130295,F,74,15.5,NA
APAP,10/5/2012,226020,2130295,M,79,15.6,NA
APAP,10/5/2012,226020,2130295,M,77,16,NA
APAP,10/5/2012,226020,2130295,M,72,15.9,NA
APAP,10/6/2012,226020,2130295,M,75,15.6,NA
APAP,10/6/2012,226020,2130295,F,75,14.8,NA
APAP,10/6/2012,226020,2130295,M,77,16.2,NA
APAP,10/6/2012,226020,2130295,M,77,16,NA
APAP,10/6/2012,226020,2130295,M,80,15.6,NA
APAP,10/6/2012,226020,2130295,F,74,15.4,NA
APAP,10/6/2012,226020,2130295,M,77,16.2,NA
APAP,10/6/2012,226020,2130295,F,75,15.1,NA
APAP,10/6/2012,226020,2130295,M,75,16.3,NA
APAP,10/7/2012,226020,2130295,M,76,16.2,NA
APAP,10/7/2012,226020,2130295,F,70,15.1,NA
APAP,10/7/2012,226020,2130295,M,77,16.1,NA
APAP,10/7/2012,226020,2130295,M,76,16,NA
APAP,10/7/2012,226020,2130295,F,70,14.8,NA
APAP,10/7/2012,226020,2130295,F,69,15.4,NA
APAP,10/7/2012,226020,2130295,M,76,16.4,15.1
HAAM,10/12/2012,226020,2130295,M,65,12.8,NA
HAAM,10/12/2012,226020,2130295,M,66,13.7,NA
HAAM,9/10/2012,226020,2130295,M,65,14,NA
HAAM,9/10/2012,226020,2130295,M,63,13.3,NA
APAP,9/10/2012,226020,2130295,F,67,14.6,NA
APAP,9/10/2012,226020,2130295,F,65,15.6,NA
HAAM,9/10/2012,226020,2130295,M,62,12.2,NA
APAP,9/11/2012,226020,2130295,M,74,16,14.1
HAAM,9/11/2012,226020,2130295,M,63,14.1,NA
APAP,9/11/2012,226020,2130295,F,72,15.6,NA
APAP,9/11/2012,226020,2130295,M,72,15.2,NA
HAAM,9/11/2012,226020,2130295,F,63,12.1,NA
HAAM,9/16/2012,226020,2130295,M,64,12.1,NA
HAAM,9/16/2012,226020,2130295,M,64,11.8,12.7
HAAM,10/4/2012,226020,2130295,F,63,12.3,NA
HAAM,10/6/2012,226020,2130295,F,63,12.6,NA
OMAO,16-Jul-19,226020,2130295,M,108,16.7,NA
OMAO,17-Jul-19,226020,2130295,M,105,15.8,NA
OMAO,18-Jul-19,226020,2130295,F,92,16.1,45.7
HAAM,16-Jul-19,226020,2130295,M,65,15.6,NA
HAAM,16-Jul-19,226020,2130295,M,65,14.2,NA
HAAM,18-Jul-19,226020,2130295,M,63,18.4,NA
HAAM,2-Jun-20,242278,2139833,M,66,13.8,13.9
HAEL,2-Jun-20,242278,2139833,M,75,14.5,15.2
APAP,2-Jun-20,242278,2139833,M,76,17,NA
HAEL,3-Jun-20,242278,2139833,F,70,12.8,15.3
APAP,4-Jun-20,242278,2139833,M,76,18.8,NA
HAEL,4-Jun-20,242278,2139833,M,73,13.3,15.6
HAAM,5-Jun-20,242278,2139833,M,64,15,13.8
HAAM,13-Apr-20,251036,2155208,F,64,14.1,13
HAAM,15-Apr-20,251036,2155208,M,67,14.6,12.7
HAAM,15-Apr-20,251036,2155208,M,64,14.8,12.8
HAAM,15-Apr-20,251036,2155208,M,65,15.4,NA
HAAM,15-Apr-20,251036,2155208,M,65,15.5,NA
HAAM,16-Apr-20,251036,2155208,M,70,15.2,13.5
HAAM,17-Apr-20,251036,2155208,F,67,13.6,12.8
HAEL,17-Apr-20,251036,2155208,F,71,12.5,15.5
HAAM,17-Apr-20,251036,2155208,F,63,14.1,12.3
HAAM,17-Apr-20,251036,2155208,F,63,13.1,11.8
